antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'AttritionLabel_Stay', 'MonthlyIncome_bin_(10000, 20000]'})","frozenset({'TotalWorkingYears_bin_(20, 40]'})",0.17364864864864865,0.14054054054054055,0.1222972972972973,0.7042801556420233,5.011224184375934,1.0,0.0978926223520818,2.9063300142247503,0.9686532979766265,0.6373239436619718,0.6559234515331718,0.7872362316671655
"frozenset({'AttritionLabel_Stay', 'OverTime_Yes_False', 'MonthlyIncome_bin_(10000, 20000]'})","frozenset({'TotalWorkingYears_bin_(20, 40]'})",0.12432432432432433,0.14054054054054055,0.08648648648648649,0.6956521739130435,4.949832775919732,1.0,0.06901387874360848,2.8239382239382236,0.9112654320987656,0.48484848484848486,0.6458846048673776,0.6555183946488294
"frozenset({'AttritionLabel_Stay', 'TotalWorkingYears_bin_(20, 40]', 'Age_bin_(40, 50]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.07094594594594594,0.1912162162162162,0.06689189189189189,0.9428571428571428,4.930843008581524,1.0,0.053325876552227904,14.153716216216212,0.8580716253443527,0.34256055363321797,0.9293471774674782,0.6463402322059566
"frozenset({'AttritionLabel_Stay', 'TotalWorkingYears_bin_(20, 40]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.12972972972972974,0.1912162162162162,0.1222972972972973,0.9427083333333333,4.930064782096584,1.0,0.09749086924762601,14.1169533169533,0.915994646717683,0.6156462585034014,0.929163185742133,0.791142152532391
"frozenset({'TotalWorkingYears_bin_(20, 40]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.14054054054054055,0.1912162162162162,0.13243243243243244,0.9423076923076923,4.927969556944822,1.0,0.10555880204528854,14.018918918918915,0.9274162495186754,0.664406779661017,0.9286678234046655,0.8174435988040228
"frozenset({'MonthlyIncome_bin_(10000, 20000]'})","frozenset({'TotalWorkingYears_bin_(20, 40]'})",0.1912162162162162,0.14054054054054055,0.13243243243243244,0.6925795053003534,4.927969556944822,1.0,0.10555880204528854,2.795712954333644,0.9855250370825023,0.664406779661017,0.6423094872991533,0.8174435988040228
"frozenset({'OverTime_Yes_False', 'MonthlyIncome_bin_(10000, 20000]'})","frozenset({'TotalWorkingYears_bin_(20, 40]'})",0.1331081081081081,0.14054054054054055,0.0918918918918919,0.6903553299492386,4.912143693869583,1.0,0.07318480642804967,2.7756313690739924,0.9187107422860024,0.5055762081784386,0.6397216103182966,0.6721007418976963
"frozenset({'YearsAtCompany_bin_(10, 40]', 'TotalWorkingYears_bin_(20, 40]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.07702702702702703,0.1912162162162162,0.0722972972972973,0.9385964912280701,4.908561155539024,1.0,0.05756848064280497,13.171621621621604,0.862727658351692,0.3689655172413793,0.9240792038575971,0.6583441820097948
"frozenset({'TotalWorkingYears_bin_(20, 40]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.09797297297297297,0.1912162162162162,0.0918918918918919,0.9379310344827587,4.905081028390399,1.0,0.07315787070854639,13.030405405405427,0.8826007931262393,0.46575342465753433,0.9232564169043299,0.7092482027537469
"frozenset({'TotalWorkingYears_bin_(20, 40]', 'Age_bin_(40, 50]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.07567567567567568,0.1912162162162162,0.07094594594594594,0.9374999999999999,4.902826855123674,1.0,0.05647552958363769,12.940540540540518,0.8612085769980506,0.3620689655172414,0.9227234753550542,0.6542623674911661
"frozenset({'OverTime_Yes_False', 'TotalWorkingYears_bin_(20, 40]', 'Age_bin_(40, 50]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.05337837837837838,0.1912162162162162,0.05,0.9367088607594937,4.898689448494879,1.0,0.039793188458729006,12.778783783783783,0.8407411694349597,0.2569444444444444,0.9217452914987891,0.5990964798497115
"frozenset({'AttritionLabel_Stay', 'TotalWorkingYears_bin_(20, 40]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.09256756756756757,0.1912162162162162,0.08648648648648649,0.9343065693430658,4.886126228366563,1.0,0.0687860664718773,12.311486486486501,0.8764717516753537,0.43835616438356173,0.9187750397892542,0.6933016945655258
"frozenset({'YearsAtCompany_bin_(10, 40]', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(20, 40]'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.06959459459459459,0.1912162162162162,0.06486486486486487,0.9320388349514565,4.874266698686062,1.0,0.05155724981738496,11.9006756756757,0.854295267489712,0.33103448275862074,0.915971157667632,0.635630724896223
"frozenset({'YearsAtCompany_bin_(10, 40]', 'TotalWorkingYears_bin_(20, 40]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(10000, 20000]'})",0.05540540540540541,0.1912162162162162,0.05067567567567568,0.9146341463414634,4.7832457123157806,1.0,0.04008126369612856,9.474324324324328,0.8373295183595613,0.2586206896551725,0.8944515760947084,0.5898259070929932
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(0, 2]', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.057432432432432436,0.20743243243243242,0.05405405405405406,0.9411764705882353,4.537267675799962,1.0,0.042140704894083274,13.473648648648647,0.8271057347670251,0.2564102564102564,0.9257810541096234,0.6008813949032381
"frozenset({'YearsAtCompany_bin_(0, 2]', 'JobLevel_1', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.06621621621621622,0.20743243243243242,0.06013513513513514,0.9081632653061225,4.378116067273815,1.0,0.046399744338933534,8.630180180180181,0.8263061187986798,0.2816455696202532,0.884127564069106,0.5990327727182079
"frozenset({'YearsAtCompany_bin_(0, 2]', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.20743243243243242,0.06351351351351352,0.8785046728971964,4.235136533836648,1.0,0.048516709276844414,6.523440748440755,0.8234104538903783,0.29375000000000007,0.846706663160998,0.5923467989893147
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(0, 2]', 'JobLevel_1'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.10405405405405406,0.20743243243243242,0.08581081081081081,0.8246753246753246,3.975633487034138,1.0,0.06422662527392256,4.520570570570568,0.8353938789325542,0.3802395209580839,0.778788985950111,0.6191780532171411
"frozenset({'YearsAtCompany_bin_(0, 2]', 'JobLevel_1', 'OverTime_Yes_False'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.08851351351351351,0.20743243243243242,0.07162162162162163,0.8091603053435115,3.9008379540990132,1.0,0.053261048210372544,4.153054054054055,0.8158594066883927,0.31927710843373497,0.7592133434854195,0.5772185891538404
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(0, 2]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.10608108108108108,0.20743243243243242,0.08581081081081081,0.8089171974522293,3.899665968173614,1.0,0.06380615412710007,4.1477702702702715,0.8318067384434089,0.37685459940652816,0.7589066088911334,0.6112989896055935
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(0, 2]', 'OverTime_Yes_False'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.0777027027027027,0.20743243243243242,0.06283783783783783,0.808695652173913,3.8985979323042064,1.0,0.04671977720964207,4.142966830466831,0.8061365158139352,0.2826747720364742,0.7586270803217318,0.5558136241325591
"frozenset({'YearsAtCompany_bin_(0, 2]', 'JobLevel_1'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.12702702702702703,0.20743243243243242,0.09864864864864865,0.776595744680851,3.7438491925982396,1.0,0.0722991234477721,3.5476833976833975,0.8395394206709361,0.41833810888252154,0.7181259182673992,0.6260828886270705
"frozenset({'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(0, 2]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.06689189189189189,0.20743243243243242,0.051351351351351354,0.7676767676767677,3.7008521699075447,1.0,0.03747580350620892,3.4114864864864876,0.7821086931666603,0.23030303030303034,0.7068726480491188,0.5076168854670484
"frozenset({'YearsAtCompany_bin_(10, 40]', 'Age_bin_(30, 40]', 'OverTime_Yes_False'})","frozenset({'TotalWorkingYears_bin_(10, 20]'})",0.05945945945945946,0.23175675675675675,0.05,0.8409090909090909,3.628412403922608,1.0,0.03621986851716582,4.82895752895753,0.770192606399503,0.20728291316526615,0.7929159670584474,0.5283262655711636
"frozenset({'YearsAtCompany_bin_(10, 40]', 'Age_bin_(30, 40]'})","frozenset({'TotalWorkingYears_bin_(10, 20]'})",0.07905405405405405,0.23175675675675675,0.06621621621621622,0.8376068376068376,3.614163614163614,1.0,0.047894905040175316,4.730761024182077,0.7853998532648571,0.2707182320441989,0.7886175194882319,0.5616605616605617
"frozenset({'YearsAtCompany_bin_(10, 40]', 'AttritionLabel_Stay', 'Age_bin_(30, 40]'})","frozenset({'TotalWorkingYears_bin_(10, 20]'})",0.07297297297297298,0.23175675675675675,0.060810810810810814,0.8333333333333334,3.5957240038872693,1.0,0.043898831263696134,4.60945945945946,0.7787172011661808,0.24930747922437674,0.7830548226326591,0.5478620019436347
"frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(0, 2]', 'JobLevel_1'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.08243243243243244,0.20743243243243242,0.060810810810810814,0.7377049180327869,3.556362471298126,1.0,0.04371165084002922,3.0216638513513523,0.7833906071019473,0.26548672566371684,0.6690565035707796,0.5154322635766541
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'Age_bin_(18, 30]', 'OverTime_Yes_False'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.08581081081081081,0.20743243243243242,0.05945945945945946,0.6929133858267718,3.3404293518684764,1.0,0.04165951424397371,2.580925155925157,0.7664029429550494,0.254335260115607,0.6125420383833096,0.48977916848341846
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.12297297297297298,0.20743243243243242,0.08445945945945946,0.6868131868131867,3.311021226330672,1.0,0.0589508765522279,2.5306543385490747,0.7958459167950692,0.34340659340659335,0.604845282594643,0.5469896552958442
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.1222972972972973,0.20743243243243242,0.08378378378378379,0.6850828729281768,3.302679647992514,1.0,0.058415357925493065,2.516749644381224,0.7943641510839605,0.3406593406593407,0.6026621073603594,0.5444958338582252
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'YearsAtCompany_bin_(0, 2]'})",0.09662162162162162,0.20135135135135135,0.06283783783783783,0.6503496503496503,3.229924437978129,1.0,0.043382943754565376,2.2841351351351347,0.7642370577685558,0.2672413793103448,0.562197531740679,0.48121509363120096
"frozenset({'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.0777027027027027,0.20743243243243242,0.05202702702702703,0.6695652173913044,3.227871406316386,1.0,0.03590896639883127,2.3985597439544812,0.7483468912040342,0.22318840579710147,0.5830831387375366,0.4601897748194307
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(0, 2]'})",0.13243243243243244,0.20135135135135135,0.08581081081081081,0.6479591836734694,3.2180523215997807,1.0,0.05914536157779401,2.2686251468860164,0.7944661122967106,0.34604904632152583,0.5592043924168653,0.5370668401588823
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(0, 2]'})",0.13378378378378378,0.20135135135135135,0.08581081081081081,0.6414141414141414,3.1855467425937225,1.0,0.05887326515704894,2.2272173582032737,0.7920449101428624,0.34417344173441733,0.5510092464407186,0.5337943190292184
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(0, 2]'})",0.08445945945945946,0.20135135135135135,0.05405405405405406,0.64,3.178523489932886,1.0,0.03704802775748722,2.2184684684684686,0.7486162361623617,0.23323615160349853,0.5492385786802031,0.45422818791946307
"frozenset({'YearsAtCompany_bin_(0, 2]', 'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.06351351351351352,0.2682432432432432,0.05405405405405406,0.851063829787234,3.1727316576451043,1.0,0.03701698319941564,4.913223938223939,0.7312590187590189,0.19464720194647203,0.7964676528948351,0.5262875823999142
"frozenset({'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.07567567567567568,0.2682432432432432,0.06283783783783783,0.8303571428571428,3.0955379632961497,1.0,0.042538349159970776,4.313513513513512,0.7323775388291517,0.2235576923076923,0.7681704260651628,0.5323070349046419
"frozenset({'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.10472972972972973,0.2682432432432432,0.08581081081081081,0.8193548387096774,3.054521816852198,1.0,0.0577177684441198,4.050796332046332,0.7512999554300996,0.29882352941176477,0.7531349596401871,0.5696270415210856
"frozenset({'JobLevel_1', 'Age_bin_(18, 30]', 'OverTime_Yes_False'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.1195945945945946,0.20743243243243242,0.075,0.6271186440677966,3.0232429746590848,1.0,0.05019220233747261,2.125522113022113,0.7601377279044202,0.29758713136729226,0.529527359949138,0.49434108099155305
"frozenset({'JobLevel_1', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.1662162162162162,0.20743243243243242,0.10405405405405406,0.6260162601626017,3.0179285506210114,1.0,0.06957542001460922,2.1192567567567573,0.8019427897871982,0.38596491228070173,0.5281364578351666,0.5638224623288579
"frozenset({'YearsAtCompany_bin_(0, 2]', 'Age_bin_(18, 30]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.0722972972972973,0.2682432432432432,0.057432432432432436,0.7943925233644861,2.961463311283223,1.0,0.03803917092768445,3.558998771498773,0.7139454179341075,0.20286396181384253,0.7190221002580235,0.5042491584076838
"frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.06486486486486487,0.2682432432432432,0.051351351351351354,0.7916666666666666,2.9513014273719564,1.0,0.033951789627465305,3.512432432432432,0.7070276848189838,0.18225419664268588,0.7152970144659895,0.4915512174643157
"frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(0, 5]'})",0.09121621621621621,0.20743243243243242,0.05472972972972973,0.6000000000000001,2.892508143322476,1.0,0.035808528122717315,1.9814189189189195,0.7199504337050806,0.22437673130193905,0.4953111679454391,0.4319218241042346
"frozenset({'YearsAtCompany_bin_(0, 2]', 'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.06351351351351352,0.36824324324324326,0.06013513513513514,0.9468085106382979,2.571149716962717,1.0,0.03674671292914536,11.877027027027022,0.6525122817257648,0.1618181818181818,0.915803845716236,0.555055631465938
"frozenset({'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})",frozenset({'JobLevel_1'}),0.07567567567567568,0.36824324324324326,0.07162162162162163,0.9464285714285714,2.570117955439056,1.0,0.043754565376187,11.792792792792786,0.660929052190224,0.19237749546279492,0.9152024446142093,0.5704619921363041
"frozenset({'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.10472972972972973,0.36824324324324326,0.09864864864864865,0.9419354838709678,2.5579165433560225,1.0,0.06008263330898467,10.88025525525527,0.6803049883690876,0.26353790613718414,0.9080903915818527,0.6049126960639243
"frozenset({'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.12364864864864865,0.2682432432432432,0.08445945945945946,0.6830601092896175,2.546420558560791,1.0,0.05129154492330168,2.308818732525629,0.6929776407093293,0.2747252747252747,0.5668780810236693,0.49896078512339814
"frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.06486486486486487,0.36824324324324326,0.060810810810810814,0.9375,2.5458715596330275,1.0,0.03692476260043828,10.108108108108109,0.6493256262042391,0.16333938294010888,0.9010695187165776,0.5513188073394495
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'AttritionLabel_Leave'})",frozenset({'JobLevel_1'}),0.05810810810810811,0.36824324324324326,0.05405405405405406,0.9302325581395349,2.52613612118626,1.0,0.03265613586559533,9.055180180180178,0.641409612625538,0.14519056261343014,0.8895659743812957,0.5385107744826114
"frozenset({'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.08851351351351351,0.2682432432432432,0.05945945945945946,0.6717557251908397,2.5042782702328537,1.0,0.03571630752373996,2.2293054682589566,0.65901509535683,0.20000000000000004,0.5514297998914522,0.44670909685234683
"frozenset({'YearsAtCompany_bin_(0, 2]', 'Age_bin_(18, 30]'})",frozenset({'JobLevel_1'}),0.0722972972972973,0.36824324324324326,0.06621621621621622,0.9158878504672898,2.48718168567264,1.0,0.0395932249817385,7.510885885885895,0.6445367659081113,0.1768953068592058,0.8668599130391326,0.5478521821143789
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'Age_bin_(18, 30]'})",0.13243243243243244,0.2574324324324324,0.08378378378378379,0.6326530612244898,2.457549949113504,1.0,0.049691380569758956,2.0214339339339342,0.6836247613305196,0.2737306843267109,0.5053016657072292,0.47905618940489586
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'Age_bin_(18, 30]'})",0.13378378378378378,0.2574324324324324,0.08445945945945946,0.6313131313131314,2.4523449720300117,1.0,0.05001917457998539,2.0140873750462798,0.6836942277691108,0.27533039647577096,0.50349721050358,0.47969856040722186
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'Age_bin_(18, 30]'})",0.08581081081081081,0.2574324324324324,0.05405405405405406,0.6299212598425198,2.446938227209788,1.0,0.03196356829802777,2.0065123634272575,0.6468311160384332,0.1869158878504673,0.5016228067033024,0.41994750656167984
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.14864864864864866,0.2682432432432432,0.09662162162162162,0.6499999999999999,2.4231738035264483,1.0,0.05674762600438276,2.09073359073359,0.6898656898656899,0.30168776371308015,0.5216989843028623,0.5051007556675062
"frozenset({'JobLevel_1', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'Age_bin_(18, 30]'})",0.12094594594594595,0.2574324324324324,0.075,0.6201117318435754,2.408832974090529,1.0,0.04386459094229364,1.9546999205087439,0.665330203377859,0.2472160356347439,0.48841252331982854,0.4557251572603704
"frozenset({'TotalWorkingYears_bin_(0, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.20743243243243242,0.2682432432432432,0.13378378378378378,0.6449511400651465,2.404351857169816,1.0,0.07814143535427319,2.0610029754525163,0.73695609117604,0.391304347826087,0.5147993419172825,0.5718458471106589
"frozenset({'JobLevel_1', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'Age_bin_(18, 30]'})",0.16891891891891891,0.2574324324324324,0.10405405405405406,0.6160000000000001,2.3928608923884522,1.0,0.060568845872899936,1.9337697072072078,0.7004012247914687,0.3228511530398323,0.48287534121929043,0.5100997375328085
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'Age_bin_(18, 30]'})",0.09662162162162162,0.2574324324324324,0.05945945945945946,0.6153846153846154,2.3904704219664854,1.0,0.034585920379839305,1.930675675675676,0.6438855646970831,0.2018348623853211,0.48204661580457764,0.42317787199676965
"frozenset({'YearsAtCompany_bin_(0, 2]', 'JobLevel_1', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'Age_bin_(18, 30]'})",0.09864864864864865,0.2574324324324324,0.06013513513513514,0.6095890410958904,2.367957429978787,1.0,0.03473977355734113,1.9020151730678048,0.6409211124774692,0.2031963470319635,0.4742418387824548,0.4215924208104124
"frozenset({'YearsAtCompany_bin_(0, 2]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'Age_bin_(18, 30]'})",0.10472972972972973,0.2574324324324324,0.06351351351351352,0.6064516129032258,2.3557700448734233,1.0,0.03655268444119796,1.8868520159503765,0.6428342031312727,0.2126696832579186,0.47001673075229683,0.4265853865041064
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(3000, 6000]'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.07364864864864865,0.29662162162162165,0.051351351351351354,0.6972477064220184,2.3506300808760527,1.0,0.02950556975894814,2.3232800982800983,0.6202637337325809,0.1610169491525424,0.5695740686883642,0.4351842176757017
"frozenset({'Age_bin_(18, 30]', 'AttritionLabel_Leave'})",frozenset({'JobLevel_1'}),0.06486486486486487,0.36824324324324326,0.05540540540540541,0.8541666666666666,2.3195718654434248,1.0,0.03151935719503288,4.332046332046331,0.6083462568729735,0.14669051878354203,0.7691622103386808,0.5023126911314985
"frozenset({'AttritionLabel_Stay', 'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.08378378378378379,0.2682432432432432,0.05202702702702703,0.6209677419354839,2.3149427155277484,1.0,0.02955259313367422,1.9305922944220817,0.6199670535953723,0.17342342342342343,0.4820242456736068,0.407461200942553
"frozenset({'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})",frozenset({'JobLevel_1'}),0.08851351351351351,0.36824324324324326,0.075,0.8473282442748091,2.3010014706912245,1.0,0.04240549671292914,4.138006756756756,0.6203126773919955,0.19646017699115045,0.7583377556435481,0.5254989845227257
"frozenset({'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.12364864864864865,0.36824324324324326,0.10405405405405406,0.8415300546448088,2.285255928209756,1.0,0.05852127465303141,3.9866029822926388,0.6417657130841402,0.2682926829268293,0.7491598725928523,0.5620494309921291
"frozenset({'YearsAtCompany_bin_(5, 10]', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.07567567567567568,0.41283783783783784,0.07094594594594594,0.9374999999999999,2.270867430441898,1.0,0.03970416362308254,9.394594594594578,0.6054580896686159,0.1699029126213592,0.8935558112773303,0.554674713584288
