antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,rule_name,antecedent_items,n_items,cluster
"frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})","frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1027027027027027,0.1054054054054054,0.0493243243243243,0.4802631578947368,4.5563427800269904,1.0,0.0384989043097151,1.7212452959288402,0.8698630136986302,0.3106382978723404,0.4190252822388297,0.4741059379217274,"TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan → JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('TotalWorkingYears_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave'"", ""'YearsAtCompany_bin_nan')""]",4,6
"frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'YearsAtCompany_bin_nan', 'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'Age_bin_nan', 'AttritionLabel_Leave'})",0.1054054054054054,0.1027027027027027,0.0493243243243243,0.4679487179487179,4.5563427800269904,1.0,0.0384989043097151,1.6864864864864864,0.8724909986342756,0.3106382978723404,0.407051282051282,0.4741059379217274,"JobLevel_-0.963503753471408, OverTime_Yes_True → YearsAtCompany_bin_nan, TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, Age_bin_nan, AttritionLabel_Leave","[""frozenset('JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",2,0
"frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})",0.1054054054054054,0.1027027027027027,0.0493243243243243,0.4679487179487179,4.5563427800269904,1.0,0.0384989043097151,1.6864864864864864,0.8724909986342756,0.3106382978723404,0.407051282051282,0.4741059379217274,"JobLevel_-0.963503753471408, OverTime_Yes_True → TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan","[""frozenset('JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",2,0
"frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})","frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1027027027027027,0.1054054054054054,0.0493243243243243,0.4802631578947368,4.5563427800269904,1.0,0.0384989043097151,1.7212452959288402,0.8698630136986302,0.3106382978723404,0.4190252822388297,0.4741059379217274,"TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan → Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('TotalWorkingYears_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave'"", ""'YearsAtCompany_bin_nan')""]",4,6
"frozenset({'YearsAtCompany_bin_nan', 'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'Age_bin_nan', 'AttritionLabel_Leave'})","frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1027027027027027,0.1054054054054054,0.0493243243243243,0.4802631578947368,4.5563427800269904,1.0,0.0384989043097151,1.7212452959288402,0.8698630136986302,0.3106382978723404,0.4190252822388297,0.4741059379217274,"YearsAtCompany_bin_nan, TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, Age_bin_nan, AttritionLabel_Leave → JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('YearsAtCompany_bin_nan'"", ""'TotalWorkingYears_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'Age_bin_nan'"", ""'AttritionLabel_Leave')""]",5,3
"frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})",0.1054054054054054,0.1027027027027027,0.0493243243243243,0.4679487179487179,4.5563427800269904,1.0,0.0384989043097151,1.6864864864864864,0.8724909986342756,0.3106382978723404,0.407051282051282,0.4741059379217274,"Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True → TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan","[""frozenset('Age_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",3,0
"frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'Age_bin_nan', 'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.1054054054054054,0.1128378378378378,0.0533783783783783,0.5064102564102564,4.487947182557961,1.0,0.0414846603360116,1.7973674973674971,0.8687521511338866,0.3237704918032787,0.4436307536079051,0.4897320743129126,"JobLevel_-0.963503753471408, OverTime_Yes_True → Age_bin_nan, TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",2,0
"frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.1054054054054054,0.1128378378378378,0.0533783783783783,0.5064102564102564,4.487947182557961,1.0,0.0414846603360116,1.7973674973674971,0.8687521511338866,0.3237704918032787,0.4436307536079051,0.4897320743129126,"JobLevel_-0.963503753471408, OverTime_Yes_True → TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",2,0
"frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.1054054054054054,0.1128378378378378,0.0533783783783783,0.5064102564102564,4.487947182557961,1.0,0.0414846603360116,1.7973674973674971,0.8687521511338866,0.3237704918032787,0.4436307536079051,0.4897320743129126,"Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True → TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('Age_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",3,0
"frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1128378378378378,0.1054054054054054,0.0533783783783783,0.4730538922155688,4.487947182557961,1.0,0.0414846603360116,1.6976965601965603,0.8760303488966229,0.3237704918032787,0.4109665864645332,0.4897320743129126,"TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave → JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('TotalWorkingYears_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",3,1
"frozenset({'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1128378378378378,0.1054054054054054,0.0533783783783783,0.4730538922155688,4.487947182557961,1.0,0.0414846603360116,1.6976965601965603,0.8760303488966229,0.3237704918032787,0.4109665864645332,0.4897320743129126,"TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave → Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('TotalWorkingYears_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",3,1
"frozenset({'Age_bin_nan', 'TotalWorkingYears_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1128378378378378,0.1054054054054054,0.0533783783783783,0.4730538922155688,4.487947182557961,1.0,0.0414846603360116,1.6976965601965603,0.8760303488966229,0.3237704918032787,0.4109665864645332,0.4897320743129126,"Age_bin_nan, TotalWorkingYears_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave → JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('Age_bin_nan'"", ""'TotalWorkingYears_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",4,1
"frozenset({'OverTime_Yes_True', 'YearsAtCompany_bin_nan', 'TotalWorkingYears_bin_nan', 'JobLevel_-0.963503753471408', 'Age_bin_nan'})","frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.0891891891891892,0.125,0.0493243243243243,0.553030303030303,4.424242424242424,1.0,0.0381756756756756,1.957627118644068,0.8497622047884231,0.2991803278688524,0.4891774891774891,0.4738124488124487,"OverTime_Yes_True, YearsAtCompany_bin_nan, TotalWorkingYears_bin_nan, JobLevel_-0.963503753471408, Age_bin_nan → MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('OverTime_Yes_True'"", ""'YearsAtCompany_bin_nan'"", ""'TotalWorkingYears_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'Age_bin_nan')""]",5,2
"frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'TotalWorkingYears_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True', 'YearsAtCompany_bin_nan'})",0.125,0.0891891891891892,0.0493243243243243,0.3945945945945946,4.424242424242424,1.0,0.0381756756756756,1.5044642857142856,0.8845401174168297,0.2991803278688524,0.3353115727002967,0.4738124488124487,"MonthlyIncome_bin_nan, AttritionLabel_Leave → TotalWorkingYears_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True, YearsAtCompany_bin_nan","[""frozenset('MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",2,4
"frozenset({'TotalWorkingYears_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True', 'YearsAtCompany_bin_nan'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.0891891891891892,0.125,0.0493243243243243,0.553030303030303,4.424242424242424,1.0,0.0381756756756756,1.957627118644068,0.8497622047884231,0.2991803278688524,0.4891774891774891,0.4738124488124487,"TotalWorkingYears_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True, YearsAtCompany_bin_nan → Age_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('TotalWorkingYears_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True'"", ""'YearsAtCompany_bin_nan')""]",4,6
"frozenset({'TotalWorkingYears_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True', 'YearsAtCompany_bin_nan'})","frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.0891891891891892,0.125,0.0493243243243243,0.553030303030303,4.424242424242424,1.0,0.0381756756756756,1.957627118644068,0.8497622047884231,0.2991803278688524,0.4891774891774891,0.4738124488124487,"TotalWorkingYears_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True, YearsAtCompany_bin_nan → MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('TotalWorkingYears_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True'"", ""'YearsAtCompany_bin_nan')""]",4,6
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'TotalWorkingYears_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True', 'YearsAtCompany_bin_nan'})",0.125,0.0891891891891892,0.0493243243243243,0.3945945945945946,4.424242424242424,1.0,0.0381756756756756,1.5044642857142856,0.8845401174168297,0.2991803278688524,0.3353115727002967,0.4738124488124487,"Age_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave → TotalWorkingYears_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True, YearsAtCompany_bin_nan","[""frozenset('Age_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",3,1
"frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'OverTime_Yes_True', 'YearsAtCompany_bin_nan', 'TotalWorkingYears_bin_nan', 'JobLevel_-0.963503753471408', 'Age_bin_nan'})",0.125,0.0891891891891892,0.0493243243243243,0.3945945945945946,4.424242424242424,1.0,0.0381756756756756,1.5044642857142856,0.8845401174168297,0.2991803278688524,0.3353115727002967,0.4738124488124487,"MonthlyIncome_bin_nan, AttritionLabel_Leave → OverTime_Yes_True, YearsAtCompany_bin_nan, TotalWorkingYears_bin_nan, JobLevel_-0.963503753471408, Age_bin_nan","[""frozenset('MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",2,4
"frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})",0.1054054054054054,0.1087837837837837,0.05,0.4743589743589743,4.360566969262622,1.0,0.0385336011687363,1.695484508899143,0.8614762799052829,0.3045267489711935,0.4101980910168931,0.4669931517757605,"Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True → MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan","[""frozenset('Age_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",3,0
"frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})","frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1087837837837837,0.1054054054054054,0.05,0.4596273291925466,4.360566969262622,1.0,0.0385336011687363,1.6555141348244795,0.8647419216031801,0.3045267489711935,0.3959580416955959,0.4669931517757605,"MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan → Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave'"", ""'YearsAtCompany_bin_nan')""]",3,4
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})","frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1087837837837837,0.1054054054054054,0.05,0.4596273291925466,4.360566969262622,1.0,0.0385336011687363,1.6555141348244795,0.8647419216031801,0.3045267489711935,0.3959580416955959,0.4669931517757605,"Age_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan → JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('Age_bin_nan'"", ""'MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave'"", ""'YearsAtCompany_bin_nan')""]",4,6
"frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})","frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})",0.1087837837837837,0.1054054054054054,0.05,0.4596273291925466,4.360566969262622,1.0,0.0385336011687363,1.6555141348244795,0.8647419216031801,0.3045267489711935,0.3959580416955959,0.4669931517757605,"MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan → JobLevel_-0.963503753471408, OverTime_Yes_True","[""frozenset('MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave'"", ""'YearsAtCompany_bin_nan')""]",3,4
"frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})",0.1054054054054054,0.1087837837837837,0.05,0.4743589743589743,4.360566969262622,1.0,0.0385336011687363,1.695484508899143,0.8614762799052829,0.3045267489711935,0.4101980910168931,0.4669931517757605,"JobLevel_-0.963503753471408, OverTime_Yes_True → MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan","[""frozenset('JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",2,0
"frozenset({'JobLevel_-0.963503753471408', 'OverTime_Yes_True'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_nan', 'AttritionLabel_Leave', 'YearsAtCompany_bin_nan'})",0.1054054054054054,0.1087837837837837,0.05,0.4743589743589743,4.360566969262622,1.0,0.0385336011687363,1.695484508899143,0.8614762799052829,0.3045267489711935,0.4101980910168931,0.4669931517757605,"JobLevel_-0.963503753471408, OverTime_Yes_True → Age_bin_nan, MonthlyIncome_bin_nan, AttritionLabel_Leave, YearsAtCompany_bin_nan","[""frozenset('JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True')""]",2,0
"frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True', 'YearsAtCompany_bin_nan'})","frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})",0.0918918918918919,0.125,0.05,0.5441176470588235,4.352941176470588,1.0,0.0385135135135135,1.9193548387096773,0.8482142857142856,0.2995951417004048,0.4789915966386554,0.4720588235294117,"Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True, YearsAtCompany_bin_nan → MonthlyIncome_bin_nan, AttritionLabel_Leave","[""frozenset('Age_bin_nan'"", ""'JobLevel_-0.963503753471408'"", ""'OverTime_Yes_True'"", ""'YearsAtCompany_bin_nan')""]",4,6
"frozenset({'MonthlyIncome_bin_nan', 'AttritionLabel_Leave'})","frozenset({'Age_bin_nan', 'JobLevel_-0.963503753471408', 'OverTime_Yes_True', 'YearsAtCompany_bin_nan'})",0.125,0.0918918918918919,0.05,0.4,4.352941176470588,1.0,0.0385135135135135,1.5135135135135136,0.8803088803088803,0.2995951417004048,0.3392857142857143,0.4720588235294117,"MonthlyIncome_bin_nan, AttritionLabel_Leave → Age_bin_nan, JobLevel_-0.963503753471408, OverTime_Yes_True, YearsAtCompany_bin_nan","[""frozenset('MonthlyIncome_bin_nan'"", ""'AttritionLabel_Leave')""]",2,4
