antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,rule_name
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612,"JobLevel_1.7509357550394118 → MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})",0.051351351351351354,0.0722972972972973,0.025,0.4868421052631579,6.733890801770783,1.0,0.021287436084733383,1.807830907830908,0.8975898975898976,0.2534246575342466,0.44685092191513015,0.4163182488932612,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → Age_bin_nan, JobLevel_1.7509357550394118"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.051351351351351354,0.0722972972972973,0.025,0.4868421052631579,6.733890801770783,1.0,0.021287436084733383,1.807830907830908,0.8975898975898976,0.2534246575342466,0.44685092191513015,0.4163182488932612,"YearsAtCompany_bin_(2, 5], MonthlyIncome_bin_(0, 3000], TotalWorkingYears_bin_(0, 5], Age_bin_nan, AttritionLabel_Stay → JobLevel_1.7509357550394118"
"frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612,"Age_bin_nan, JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.051351351351351354,0.0722972972972973,0.025,0.4868421052631579,6.733890801770783,1.0,0.021287436084733383,1.807830907830908,0.8975898975898976,0.2534246575342466,0.44685092191513015,0.4163182488932612,"MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → JobLevel_1.7509357550394118"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})",0.051351351351351354,0.0722972972972973,0.025,0.4868421052631579,6.733890801770783,1.0,0.021287436084733383,1.807830907830908,0.8975898975898976,0.2534246575342466,0.44685092191513015,0.4163182488932612,"MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → Age_bin_nan, JobLevel_1.7509357550394118"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.051351351351351354,0.0722972972972973,0.025,0.4868421052631579,6.733890801770783,1.0,0.021287436084733383,1.807830907830908,0.8975898975898976,0.2534246575342466,0.44685092191513015,0.4163182488932612,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → JobLevel_1.7509357550394118"
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612,"JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06621621621621622,0.025,0.44047619047619047,6.652089407191448,1.0,0.021241782322863403,1.6688901667625071,0.900797645783319,0.25517241379310346,0.4007993935635035,0.40901360544217685,"MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06621621621621622,0.025,0.44047619047619047,6.652089407191448,1.0,0.021241782322863403,1.6688901667625071,0.900797645783319,0.25517241379310346,0.4007993935635035,0.40901360544217685,"MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06621621621621622,0.025,0.44047619047619047,6.652089407191448,1.0,0.021241782322863403,1.6688901667625071,0.900797645783319,0.25517241379310346,0.4007993935635035,0.40901360544217685,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.05675675675675676,0.025,0.37755102040816324,6.652089407191447,1.0,0.021241782322863403,1.5153743907842268,0.9099229475495756,0.25517241379310346,0.34009707034676334,0.40901360544217685,"TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay → Age_bin_nan, MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.05675675675675676,0.025,0.37755102040816324,6.652089407191447,1.0,0.021241782322863403,1.5153743907842268,0.9099229475495756,0.25517241379310346,0.34009707034676334,0.40901360544217685,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.05675675675675676,0.025,0.37755102040816324,6.652089407191447,1.0,0.021241782322863403,1.5153743907842268,0.9099229475495756,0.25517241379310346,0.34009707034676334,0.40901360544217685,"TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.05675675675675676,0.025,0.3627450980392157,6.391223155929038,1.0,0.021088385682980278,1.4801663201663202,0.9059741889930568,0.24832214765100674,0.3244002472048991,0.4016106442577031,"Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031,"MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.05675675675675676,0.025,0.3627450980392157,6.391223155929038,1.0,0.021088385682980278,1.4801663201663202,0.9059741889930568,0.24832214765100674,0.3244002472048991,0.4016106442577031,"JobLevel_1.7509357550394118, AttritionLabel_Stay → Age_bin_nan, MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.05675675675675676,0.025,0.3627450980392157,6.391223155929038,1.0,0.021088385682980278,1.4801663201663202,0.9059741889930568,0.24832214765100674,0.3244002472048991,0.4016106442577031,"JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031,"MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5] → JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.05675675675675676,0.025,0.3627450980392157,6.391223155929038,1.0,0.021088385682980278,1.4801663201663202,0.9059741889930568,0.24832214765100674,0.3244002472048991,0.4016106442577031,"Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.05675675675675676,0.025,0.3627450980392157,6.391223155929038,1.0,0.021088385682980278,1.4801663201663202,0.9059741889930568,0.24832214765100674,0.3244002472048991,0.4016106442577031,"JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], Age_bin_nan, YearsAtCompany_bin_(2, 5]"
"frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.05675675675675676,0.025,0.3627450980392157,6.391223155929038,1.0,0.021088385682980278,1.4801663201663202,0.9059741889930568,0.24832214765100674,0.3244002472048991,0.4016106442577031,"JobLevel_1.7509357550394118, AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], Age_bin_nan, YearsAtCompany_bin_(2, 5] → JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118'})","frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634,"TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118 → Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], Age_bin_nan, JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634,"TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.06959459459459459,0.025,0.43529411764705883,6.254711593375214,1.0,0.02100301314828342,1.6475929054054055,0.8913106655042139,0.24503311258278143,0.3930539536075868,0.39725870930896634,"Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.06959459459459459,0.025,0.43529411764705883,6.254711593375214,1.0,0.02100301314828342,1.6475929054054055,0.8913106655042139,0.24503311258278143,0.3930539536075868,0.39725870930896634,"Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.06959459459459459,0.025,0.43529411764705883,6.254711593375214,1.0,0.02100301314828342,1.6475929054054055,0.8913106655042139,0.24503311258278143,0.3930539536075868,0.39725870930896634,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], Age_bin_nan, JobLevel_1.7509357550394118"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.06959459459459459,0.025,0.43529411764705883,6.254711593375214,1.0,0.02100301314828342,1.6475929054054055,0.8913106655042139,0.24503311258278143,0.3930539536075868,0.39725870930896634,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.06959459459459459,0.025,0.43529411764705883,6.254711593375214,1.0,0.02100301314828342,1.6475929054054055,0.8913106655042139,0.24503311258278143,0.3930539536075868,0.39725870930896634,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], Age_bin_nan, JobLevel_1.7509357550394118"
